loc,image/0/loc/__text,image/0/title/__text,lastmod,changefreq,priority,image/1/loc/__text,image/1/title/__text,image/2/loc/__text,image/2/title/__text,image/3/loc/__text,image/3/title/__text,image/4/loc/__text,image/4/title/__text,image/5/loc/__text,image/5/title/__text,image/6/loc/__text,image/6/title/__text,image/7/loc/__text,image/7/title/__text,image/8/loc/__text,image/8/title/__text,image/9/loc/__text,image/9/title/__text,image/10/loc/__text,image/10/title/__text,image/11/loc/__text,image/11/title/__text
https://www.idefix.com/Kitap/Berci-Kristin-Cop-Masallari/Edebiyat/Roman/Turkiye-Roman/urunno=0000000136298,https://i.idefix.com/cache/600x600-0/originals/0000000136298-1.jpg,Berci Kristin Çöp Masalları,2019-10-24T07:44:16+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Olimpos-Oykuleri/Edebiyat/Turk-Oyku/urunno=0000000342434,https://i.idefix.com/cache/600x600-0/originals/0000000342434-1.jpg,Olimpos Öyküleri,2019-06-10T12:48:27+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Barry-Trotter-ve-Utanmaz-Parodi/Michael-Gerber/Mizah/Mizah-Romani-Oyku/urunno=0000000212369,https://i.idefix.com/cache/600x600-0/originals/0000000212369-1.jpg,Barry Trotter ve Utanmaz Parodi,2019-10-09T06:13:16+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Kisisel-Imaj/Egitim-Basvuru/Kisisel-Gelisim/urunno=0000000055531,https://i.idefix.com/cache/600x600-0/originals/0000000055531-1.jpg,Kişisel İmaj,2019-10-18T06:47:26+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Yeniden-Dirilis-Ve-Kurtulus-Icin-Ne-Yapmali/Arastirma-Tarih/Politikaarastirma/Turkiye-Politika/urunno=0000000210668,https://i.idefix.com/cache/600x600-0/originals/0000000210668-1.jpg,Yeniden Diriliş ve Kurtuluş İçin Ne Yapmalı?,2019-10-18T06:49:22+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Tartisilan-Cumhuriyet/Sendif-Tamdogan/Arastirma-Tarih/Politika-Arastirma/Turkiye-Politika-/urunno=0000000299791,https://i.idefix.com/cache/600x600-0/originals/0000000299791-1.jpg,Tartışılan Cumhuriyet,2019-02-24T12:11:02+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Ali-Seriati-Bir-Islami-Utopistin-Siyasi-Biyografisi/Edebiyat/Biyografi-Oto-Biyografi/urunno=0000000212097,https://i.idefix.com/cache/600x600-0/originals/0000000212097-1.jpg,Ali Şeriatı - Bir İslami Ütopistin Siyasi Biyografisi,2019-10-01T06:07:09+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Yeraltindan-Notlar/Edebiyat/Roman/Dunya-Klasik/urunno=0000000317214,https://i.idefix.com/cache/600x600-0/originals/0000000317214-1.jpg,Yeraltından Notlar,2019-02-22T20:30:28+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Montignac-2-Ergenlikten-Menopozakadina-Ozel/Egitim-Basvuru/Aile-Cocuk/Kadin-Sagligi/urunno=0000000113364,https://i.idefix.com/cache/600x600-0/originals/0000000113364-1.jpg,Montignac - 2 - Ergenlikten Menopoza/Kadına Özel,2019-10-18T06:48:07+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Asagidaki-Yangindeniz-Uclemesi3/Edebiyat/Roman/Dunya-Roman/urunno=0000000187005,https://i.idefix.com/cache/600x600-0/originals/0000000187005-1.jpg,Aşağıdaki Yangın:Deniz Üçlemesi:3,2019-10-02T00:46:24+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Beyaz-Dis/Jack-London/Edebiyat/Roman/Dunya-Klasik/urunno=0000000186231,https://i.idefix.com/cache/600x600-0/originals/0000000186231-1.jpg,Beyaz Diş,2019-10-17T07:16:08+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Kendini-ve-Ehlini-Yakma/Salim-Alver/Din-Mitoloji/Islamiyet/urunno=0000000701785,https://i.idefix.com/cache/600x600-0/originals/0000000701785-1.jpg,Kendini ve Ehlini Yakma,2019-02-23T22:39:25+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Huseyin-Fellah/Ahmet-Mithat-Efendi/Edebiyat/Roman/Turk-Klasik/urunno=0000000148332,https://i.idefix.com/cache/600x600-0/originals/0000000148332-1.jpg,Hüseyin Fellah,2019-10-17T07:15:55+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Umi-Zoomi-Parkta-Ciz-Coz-Boya/Cocuk-Ve-Genclik/Okul-Oncesi-6-Ay-5-Yas/Egitim-Etkinlik-Kitaplari/urunno=0000000438642,https://i.idefix.com/cache/600x600-0/originals/0000000438642-1.jpg,Umi Zoomi - Parkta Çiz-Çöz-Boya,2019-08-23T12:02:42+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Sen-Ben-ve-Askimiz/Albertine-Christophe-Maurice/Egitim-Basvuru/Aile-Cocuk/Kadin-Erkek-Iliskisi/urunno=0000000171656,https://i.idefix.com/cache/600x600-0/originals/0000000171656-1.jpg,"Sen,Ben ve Aşkımız",2019-02-23T18:49:29+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Akilli-Bebekler-Akademisi/DrSemih-Summak/Egitim-Basvuru/Aile-Cocuk/Aile-Cocuk-/urunno=0000000176787,https://i.idefix.com/cache/600x600-0/originals/0000000176787-1.jpg,Akıllı Bebekler Akademisi,2019-02-23T18:50:42+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Ask-Daima-Kazanir-Pembe-Koleksiyon-5/Edebiyat/Roman/Romantik/urunno=0000000234690,https://i.idefix.com/cache/600x600-0/originals/0000000234690-1.jpg,Aşk Daima Kazanır - Pembe Koleksiyon 5,2019-10-09T06:13:20+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Adini-Unutan-Ulke-Clz/Egitim-Basvuru/Sozluk/urunno=0000000332400,https://i.idefix.com/cache/600x600-0/originals/0000000332400-1.jpg,Adını Unutan Ülke,2019-10-24T07:45:59+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Finansal-Muhasebe/Egitim-Basvuru/Is-Ekonomi-Hukuk/Finans/urunno=0000000221766,https://i.idefix.com/cache/600x600-0/originals/0000000221766-1.jpg,Finansal Muhasebe,2019-10-18T06:49:27+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Bulbulun-Kirk-Sarkisi-Imzali/Iskender-Pala/Edebiyat/Roman/Turkiye-Roman/urunno=0000000641411,https://i.idefix.com/cache/600x600-0/originals/0000000641411-1.jpg,Bülbülün Kırk Şarkısı - İmzalı,2019-09-13T13:36:15+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Daha-Olumlu-Dusunme/Egitim-Basvuru/Kisisel-Gelisim/urunno=0000000113539,https://i.idefix.com/cache/600x600-0/originals/0000000113539-1.jpg,Daha Olumlu Düşünme,2019-10-18T06:48:07+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Altin-Kitap-Kurabiyeler-Clt/Hobi/Yemek-Ve-Tatli/Yemek-Kitaplari/urunno=0000000319448,https://i.idefix.com/cache/600x600-0/originals/0000000319448-1.jpg,Altın Kitap Kurabiyeler,2019-10-25T08:50:43+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Ertugrul-Gazi-Oglu-Osman-Gazi/Cavit-Ersen/Edebiyat/Roman/Turkiye-Roman/urunno=0000000701782,https://i.idefix.com/cache/600x600-0/originals/0000000701782-1.jpg,Ertuğrul Gazi Oğlu Osman Gazi,2019-10-01T19:18:51+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Tiryakiler-Icin-Sigarayi-Birakma-Rehberi/Egitim-Basvuru/Kisisel-Gelisim/urunno=0000000281883,https://i.idefix.com/cache/600x600-0/originals/0000000281883-1.jpg,Tiryakiler İçin Sigarayı Bırakma Rehberi,2019-10-18T06:49:54+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Dunden-Bugunden-Edebiyat-Dergisi-Sayi-6/Edebiyat/Aylik-Dergi/urunno=0000000400920,https://i.idefix.com/cache/600x600-0/originals/0000000400920-1.jpg,Dünden Bugünden Edebiyat Dergisi Sayı 6,2019-02-23T15:07:35+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/O-Da-Beni-Seviyor/Sanat-Tasarim/Senaryo/urunno=0000000112131,https://i.idefix.com/cache/600x600-0/originals/0000000112131-1.jpg,O Da Beni Seviyor,2019-10-18T06:48:03+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Programlama-Dilleri-C-Ile-Programlama/Egitim-Basvuru/Bilgisayar/urunno=0000000300288,https://i.idefix.com/cache/600x600-0/originals/0000000300288-1.jpg,Programlama Dilleri: C ile Programlama,2019-10-18T06:50:04+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Romanin-Hazirlanisi-1/Edebiyat/Edebiyat-Inceleme/urunno=0000000220179,https://i.idefix.com/cache/600x600-0/originals/0000000220179-1.jpg,Romanın Hazırlanışı 1,2019-10-02T00:46:16+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Psikoloji-Zihin-Surecleri-Bilimi/Egitim-Basvuru/Psikoloji-Bilimi/urunno=0000000146966,https://i.idefix.com/cache/600x600-0/originals/0000000146966-1.jpg,Psikoloji-Zihin Süreçleri Bilimi,2019-10-23T07:15:13+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Goldeki-Kadin/Edebiyat/Roman/Dunya-Roman/urunno=0000000409674,https://i.idefix.com/cache/600x600-0/originals/0000000409674-1.jpg,Göldeki Kadın,2019-10-24T07:46:47+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Suleyman-ile-Belkis/Fatih-Okumus/Edebiyat/Roman/Turk-Klasik/urunno=0000000134136,https://i.idefix.com/cache/600x600-0/originals/0000000134136-1.jpg,Süleyman ile Belkıs,2019-10-17T07:15:52+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Bir-Genc-Kizin-Gizli-Defteri-8-Gunler-Akip-Giderken/Cocuk-Ve-Genclik/Genclik-10-Yas/Romanoyku/urunno=0000000288331,https://i.idefix.com/cache/600x600-0/originals/0000000288331-1.jpg,Bir Genç Kızın Gizli Defteri 8 - Günler Akıp Giderken,2019-10-07T10:19:04+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Judy-Moody-Dunyayi-Kurtariyor/Megan-Mcdonald/Cocuk-ve-Genclik/Okul-Cagi-6-10-Yas/Cocuk-Oyku-Hikaye/urunno=0000000365923,https://i.idefix.com/cache/600x600-0/originals/0000000365923-1.jpg,Judy Moody Dünyayı Kurtarıyor,2019-10-09T06:14:09+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Kindar-Olum/Edebiyat/Roman/Polisiye/urunno=0000000243962,https://i.idefix.com/cache/600x600-0/originals/0000000243962-1.jpg,Kindar Ölüm,2019-10-07T10:18:53+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Pinarin-Mutfagindan-Clt/Hobi/Yemek-Ve-Tatli/Yemek-Kitaplari/urunno=0000000136769,https://i.idefix.com/cache/600x600-0/originals/0000000136769-1.jpg,Pınar'ın Mutfağından,2019-10-25T08:50:40+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Kabuk-Adam/Edebiyat/Roman/Turkiye-Roman/urunno=0000000209436,https://i.idefix.com/cache/600x600-0/originals/0000000209436-1.jpg,Kabuk Adam,2019-10-28T21:07:43+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Liberalizm-Devlet-Hegemonya-Clz/Arastirma-Tarih/Politikaarastirma/Turkiye-Politika/urunno=0000000115578,https://i.idefix.com/cache/600x600-0/originals/0000000115578-1.jpg,"Liberalizm, Devlet, Hegemonya",2019-10-24T07:44:02+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Nasreddin-Hoca-Fikralari-Hirsizin-Hic-Mi-Sucu-Yok/Cocuk-Ve-Genclik/Okul-Cagi-6-10-Yas/Cocuk-Cizgi-Roman-Mizah/urunno=0000000299609,https://i.idefix.com/cache/600x600-0/originals/0000000299609-1.jpg,Nasreddin Hoca Fıkraları - Hırsızın Hiç Mi Suçu Yok?,2019-02-22T14:38:59+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Eksildik-Birer-Birer/Edebiyat/Roman/Turkiye-Roman/urunno=0000000227090,https://i.idefix.com/cache/600x600-0/originals/0000000227090-1.jpg,Eksildik Birer Birer,2019-10-24T07:45:01+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Oburcuk-Keskin-Dis/Charlotte-Middleton/Cocuk-ve-Genclik/Okul-Cagi-6-10-Yas/Cocuk-Oyku-Hikaye/urunno=0000000380089,https://i.idefix.com/cache/600x600-0/originals/0000000380089-1.jpg,Oburcuk Keskin Diş,2019-10-09T06:14:20+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/C-Temel-Ogrenim-Kilavuzu/Egitim-Basvuru/Bilgisayar/urunno=0000000055564,https://i.idefix.com/cache/600x600-0/originals/0000000055564-1.jpg,C++ Temel Öğrenim Kılavuzu,2019-10-18T06:47:29+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/One-Column-Ahead/Fehmi-Koru/Arastirma-Tarih/Politika-Arastirma/Politika/urunno=0000000077428,https://i.idefix.com/cache/600x600-0/originals/0000000077428-1.jpg,One Column Ahead,2019-10-17T07:15:40+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Ilahi-Komedya-Tanrisal-Oyun/Edebiyat/Roman/Dunya-Klasik/urunno=0000000402400,https://i.idefix.com/cache/600x600-0/originals/0000000402400-1.jpg,İlahi Komedya - Tanrısal Oyun,2019-02-23T19:13:34+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Ask-Hakkinda-Bildigim-Seyler/Kate-Le-Vann/Cocuk-ve-Genclik/Genclik-10-Yas/Roman-Oyku/urunno=0000000293840,https://i.idefix.com/cache/600x600-0/originals/0000000293840-1.jpg,Aşk Hakkında Bildiğim Şeyler,2019-10-01T05:58:26+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
https://www.idefix.com/Kitap/Kabul-Edilmis-Dualar/Edebiyat/Roman/Dunya-Roman/urunno=0000000261840,https://i.idefix.com/cache/600x600-0/originals/0000000261840-1.jpg,Kabul Edilmiş Dualar,2019-10-02T00:46:02+03:00,hourly,0.5,,,,,,,,,,,,,,,,,,,,,,
